s,ADC 0,ADC 1
0.0752,0.031751,0.004896
0.0754,0.031827,0.004756
0.0756,0.031961,0.004635
0.0758,0.032012,0.004679
0.076,0.032139,0.004775
0.0762,0.031923,0.004724
0.0764,0.031954,0.004692
0.0766,0.032031,0.00466
0.0768,0.032094,0.004787
0.077,0.032012,0.004597
0.0772,0.031757,0.004533
0.0774,0.031738,0.004514
0.0776,0.031706,0.00452
0.0778,0.031516,0.004622
0.078,0.031395,0.004514
0.0782,0.031255,0.004654
0.0784,0.030937,0.004438
0.0786,0.030931,0.00459
0.0788,0.031064,0.004387
0.079,0.030715,0.004355
0.0792,0.030645,0.004381
0.0794,0.030448,0.004323
0.0796,0.030181,0.004584
0.0798,0.029856,0.004311
0.08,0.02964,0.004654
0.0802,0.029265,0.004272
0.0804,0.029087,0.004279
0.0806,0.029011,0.004317
0.0808,0.028566,0.004565
0.081,0.028292,0.004597
0.0812,0.028318,0.004476
0.0814,0.027898,0.004495
0.0816,0.027688,0.004444
0.0818,0.027383,0.004406
0.082,0.026779,0.004419
0.0822,0.026843,0.004476
0.0824,0.026404,0.004266
0.0826,0.025921,0.004393
0.0828,0.025743,0.004311
0.083,0.025603,0.004107
0.0832,0.025196,0.004253
0.0834,0.02491,0.004431
0.0836,0.024713,0.00419
0.0838,0.024223,0.004349
0.084,0.024014,0.004228
0.0842,0.023702,0.004075
0.0844,0.023155,0.004088
0.0846,0.022939,0.004342
0.0848,0.022577,0.004317
0.085,0.022411,0.004285
0.0852,0.022049,0.004342
0.0854,0.021763,0.004177
0.0856,0.02142,0.004044
0.0858,0.021248,0.004203
0.086,0.021057,0.004285
0.0862,0.020599,0.004056
0.0864,0.020192,0.004101
0.0866,0.0199,0.004082
0.0868,0.019658,0.004266
0.087,0.019379,0.004133
0.0872,0.018959,0.004317
0.0874,0.018539,0.003955
0.0876,0.018393,0.003859
0.0878,0.018126,0.004215
0.088,0.017707,0.004292
0.0882,0.017389,0.004075
0.0884,0.017039,0.004107
0.0886,0.016956,0.004088
0.0888,0.016683,0.004082
0.089,0.016295,0.004222
0.0892,0.015926,0.004139
0.0894,0.015462,0.004164
0.0896,0.015532,0.004196
0.0898,0.014985,0.004126
0.09,0.014947,0.004215
0.0902,0.014502,0.003993
0.0904,0.014369,0.004152
0.0906,0.013981,0.004222
0.0908,0.013765,0.004171
0.091,0.013371,0.004075
0.0912,0.013186,0.00419
0.0914,0.013065,0.004114
0.0916,0.012747,0.004368
0.0918,0.012512,0.004247
0.092,0.012264,0.004037
0.0922,0.011896,0.004196
0.0924,0.011889,0.004145
0.0926,0.01147,0.004088
0.0928,0.011285,0.004114
0.093,0.010904,0.004037
0.0932,0.010789,0.004018
0.0934,0.010662,0.004177
0.0936,0.010618,0.003916
0.0938,0.010045,0.003916
0.094,0.009893,0.004025
0.0942,0.009937,0.004101
0.0944,0.009524,0.004101
0.0946,0.009244,0.00398
0.0948,0.00927,0.003986
0.095,0.009009,0.00412
0.0952,0.008806,0.003935
0.0954,0.008609,0.004114
0.0956,0.008532,0.004152
0.0958,0.00824,0.004152
0.096,0.008227,0.003929
0.0962,0.008144,0.004018
0.0964,0.007782,0.004031
0.0966,0.007712,0.004203
0.0968,0.007534,0.003974
0.097,0.007496,0.00391
0.0972,0.007292,0.00426
0.0974,0.006994,0.004031
0.0976,0.006854,0.004056
0.0978,0.006943,0.004133
0.098,0.006758,0.004133
0.0982,0.006574,0.004069
0.0984,0.006377,0.003974
0.0986,0.00646,0.004037
0.0988,0.006294,0.004177
0.099,0.005995,0.003986
0.0992,0.005964,0.003904
0.0994,0.005703,0.004209
0.0996,0.005525,0.004088
0.0998,0.005671,0.004094
0.1,0.00562,0.003955
0.1002,0.005461,0.004012
0.1004,0.00515,0.003846
0.1006,0.005124,0.004069
0.1008,0.005118,0.004209
0.101,0.004908,0.004069
0.1012,0.004965,0.003916
0.1014,0.004864,0.004126
0.1016,0.004648,0.004005
0.1018,0.004711,0.003967
0.102,0.004635,0.004063
0.1022,0.004635,0.004183
0.1024,0.004527,0.004101
0.1026,0.004381,0.003929
0.1028,0.004489,0.004037
0.103,0.004298,0.004177
0.1032,0.004183,0.004056
0.1034,0.004126,0.004253
0.1036,0.004317,0.003993
0.1038,0.003891,0.003967
0.104,0.004094,0.003974
0.1042,0.00391,0.003993
0.1044,0.003999,0.004114
0.1046,0.003897,0.004196
0.1048,0.003834,0.004082
0.105,0.003719,0.003999
0.1052,0.003707,0.004272
0.1054,0.003726,0.004101
0.1056,0.003688,0.004196
0.1058,0.003732,0.004101
0.106,0.003522,0.004075
0.1062,0.003579,0.004025
0.1064,0.003459,0.004088
0.1066,0.003707,0.004145
0.1068,0.003382,0.004133
0.107,0.003522,0.004209
0.1072,0.003351,0.004215
0.1074,0.003408,0.004158
0.1076,0.003478,0.004005
0.1078,0.00344,0.004094
0.108,0.003274,0.003916
0.1082,0.003446,0.004025
0.1084,0.003198,0.004044
0.1086,0.00316,0.004069
0.1088,0.003293,0.004228
0.109,0.00316,0.004114
0.1092,0.003446,0.004075
0.1094,0.003312,0.003885
0.1096,0.003478,0.004203
0.1098,0.003211,0.004114
0.11,0.003128,0.004266
0.1102,0.003026,0.004171
0.1104,0.003281,0.004203
0.1106,0.003134,0.003955
0.1108,0.003141,0.00433
0.111,0.003223,0.00426
0.1112,0.003185,0.003955
0.1114,0.003293,0.004133
0.1116,0.003338,0.004094
0.1118,0.002988,0.004133
0.112,0.003325,0.003872
0.1122,0.003236,0.004171
0.1124,0.003287,0.004374
0.1126,0.003128,0.004222
0.1128,0.003211,0.004063
0.113,0.003103,0.00419
0.1132,0.003204,0.004292
0.1134,0.003058,0.004228
0.1136,0.00316,0.004209
0.1138,0.003223,0.004177
0.114,0.003281,0.004292
0.1142,0.00309,0.004139
0.1144,0.003306,0.004164
0.1146,0.003325,0.004031
0.1148,0.003179,0.004158
0.115,0.003376,0.00419
0.1152,0.003395,0.004336
0.1154,0.003503,0.004171
0.1156,0.00337,0.004133
0.1158,0.003312,0.004152
0.116,0.003312,0.004228
0.1162,0.003344,0.004069
0.1164,0.003433,0.004088
0.1166,0.003281,0.004012
0.1168,0.00344,0.004018
0.117,0.00349,0.004361
0.1172,0.003344,0.004094
0.1174,0.00344,0.003961
0.1176,0.003497,0.004075
0.1178,0.003338,0.004101
0.118,0.003401,0.004279
0.1182,0.0033,0.004094
0.1184,0.003459,0.004069
0.1186,0.003471,0.004368
0.1188,0.003738,0.004101
0.119,0.003306,0.004228
0.1192,0.003484,0.004056
0.1194,0.003529,0.004075
0.1196,0.003478,0.004253
0.1198,0.003624,0.004025
0.12,0.003783,0.004177
0.1202,0.003777,0.004133
0.1204,0.003777,0.004133
0.1206,0.003452,0.004082
0.1208,0.003745,0.004152
0.121,0.003529,0.00412
0.1212,0.003599,0.004228
0.1214,0.003688,0.004253
0.1216,0.003611,0.004342
0.1218,0.003681,0.004139
0.122,0.003681,0.004177
0.1222,0.003643,0.004177
0.1224,0.003777,0.003916
0.1226,0.003821,0.00412
0.1228,0.00377,0.003993
0.123,0.003815,0.00405
0.1232,0.003834,0.004031
0.1234,0.00384,0.004177
0.1236,0.003592,0.004056
0.1238,0.003904,0.004107
0.124,0.003751,0.004088
0.1242,0.003745,0.004056
0.1244,0.003827,0.004114
0.1246,0.003999,0.004037
0.1248,0.004094,0.004133
0.125,0.003999,0.00405
0.1252,0.003872,0.004241
0.1254,0.003872,0.004183
0.1256,0.003872,0.003967
0.1258,0.003866,0.004088
0.126,0.004107,0.004183
0.1262,0.004101,0.004241
0.1264,0.004133,0.004171
0.1266,0.003834,0.004234
0.1268,0.003872,0.004272
0.127,0.003986,0.00391
0.1272,0.00412,0.004164
0.1274,0.004012,0.003853
0.1276,0.004094,0.004215
0.1278,0.004088,0.004101
0.128,0.004088,0.003961
0.1282,0.004196,0.004101
0.1284,0.004031,0.004114
0.1286,0.004063,0.004044
0.1288,0.004114,0.004374
0.129,0.004101,0.004075
0.1292,0.004253,0.00405
0.1294,0.00419,0.004234
0.1296,0.004215,0.004012
0.1298,0.004196,0.004139
0.13,0.004025,0.004114
0.1302,0.00433,0.004292
0.1304,0.004203,0.00419
0.1306,0.004158,0.004368
0.1308,0.004222,0.004101
0.131,0.004311,0.004228
0.1312,0.004215,0.004215
0.1314,0.004266,0.00419
0.1316,0.004171,0.004158
0.1318,0.004292,0.004025
0.132,0.004145,0.004145
0.1322,0.004107,0.004253
0.1324,0.00426,0.004088
0.1326,0.004094,0.004152
0.1328,0.004342,0.00419
0.133,0.004311,0.004139
0.1332,0.004253,0.004075
0.1334,0.004285,0.004368
0.1336,0.004368,0.00412
0.1338,0.004406,0.004183
0.134,0.00426,0.004088
0.1342,0.004107,0.004183
0.1344,0.004546,0.004272
0.1346,0.004406,0.004298
0.1348,0.004228,0.004145
0.135,0.004527,0.004018
0.1352,0.004311,0.004215
0.1354,0.004228,0.004145
0.1356,0.004368,0.004222
0.1358,0.004457,0.00405
0.136,0.004463,0.004044
0.1362,0.004419,0.004126
0.1364,0.004387,0.004177
0.1366,0.004114,0.004056
0.1368,0.004368,0.00412
0.137,0.004609,0.004241
0.1372,0.004495,0.004387
0.1374,0.004559,0.004247
0.1376,0.004361,0.004114
0.1378,0.004361,0.004266
0.138,0.004272,0.004304
0.1382,0.00452,0.004292
0.1384,0.004552,0.004177
0.1386,0.004374,0.004152
0.1388,0.004419,0.00412
0.139,0.00445,0.004234
0.1392,0.004482,0.004044
0.1394,0.004393,0.004177
0.1396,0.004628,0.003961
0.1398,0.004336,0.004037
0.14,0.004419,0.004126
0.1402,0.004253,0.004164
0.1404,0.004482,0.004171
0.1406,0.004476,0.004069
0.1408,0.004317,0.00398
0.141,0.0044,0.004279
0.1412,0.004368,0.004209
0.1414,0.004253,0.004056
0.1416,0.004552,0.004152
0.1418,0.004406,0.004304
0.142,0.004368,0.004272
0.1422,0.004679,0.004177
0.1424,0.004381,0.004171
0.1426,0.004438,0.004228
0.1428,0.004476,0.00419
0.143,0.004368,0.004209
0.1432,0.00433,0.004272
0.1434,0.004431,0.004222
0.1436,0.00445,0.004114
0.1438,0.004527,0.004311
0.144,0.004374,0.004056
0.1442,0.004514,0.004215
0.1444,0.004495,0.004266
0.1446,0.004406,0.003967
0.1448,0.004381,0.004279
0.145,0.004501,0.004082
0.1452,0.004457,0.00412
0.1454,0.004597,0.004171
0.1456,0.004463,0.004088
0.1458,0.0044,0.004094
0.146,0.004476,0.004094
0.1462,0.004501,0.004177
0.1464,0.004361,0.004063
0.1466,0.004349,0.004272
0.1468,0.004336,0.00419
0.147,0.004463,0.004069
0.1472,0.004552,0.004044
0.1474,0.004412,0.004222
0.1476,0.004285,0.004126
0.1478,0.004476,0.004266
0.148,0.004361,0.004145
0.1482,0.00445,0.004133
0.1484,0.004584,0.004196
0.1486,0.004533,0.004253
0.1488,0.00433,0.004018
0.149,0.0044,0.003986
0.1492,0.004355,0.004228
0.1494,0.004406,0.004056
0.1496,0.004527,0.004069
0.1498,0.004431,0.003955
0.15,0.004425,0.004107
0.1502,0.004438,0.004063
0.1504,0.004292,0.004152
0.1506,0.004361,0.004292
0.1508,0.004438,0.004145
0.151,0.004476,0.004164
0.1512,0.004323,0.004247
0.1514,0.004457,0.004094
0.1516,0.004514,0.004241
0.1518,0.004381,0.004088
0.152,0.00452,0.00412
0.1522,0.004406,0.00419
0.1524,0.004317,0.004139
0.1526,0.004539,0.004183
0.1528,0.004336,0.004133
0.153,0.004438,0.004158
0.1532,0.004317,0.004082
0.1534,0.004565,0.003935
0.1536,0.004457,0.004063
0.1538,0.004641,0.004196
0.154,0.00459,0.004164
0.1542,0.004298,0.004183
0.1544,0.00447,0.004241
0.1546,0.004565,0.004037
0.1548,0.004501,0.004183
0.155,0.0044,0.004094
0.1552,0.004381,0.004152
0.1554,0.004272,0.004069
0.1556,0.004571,0.004094
0.1558,0.00452,0.004164
0.156,0.004381,0.004342
0.1562,0.004234,0.004272
0.1564,0.004361,0.004133
0.1566,0.004546,0.004114
0.1568,0.004349,0.004145
0.157,0.004482,0.004075
0.1572,0.004444,0.004075
0.1574,0.004311,0.004266
0.1576,0.00445,0.004069
0.1578,0.004444,0.004183
0.158,0.004419,0.004088
0.1582,0.004533,0.004171
0.1584,0.004381,0.004082
0.1586,0.004368,0.004241
0.1588,0.004457,0.004145
0.159,0.004438,0.004164
0.1592,0.004527,0.003935
0.1594,0.004368,0.004298
0.1596,0.004495,0.004292
0.1598,0.004253,0.004215
0.16,0.004527,0.00433
0.1602,0.004374,0.004145
0.1604,0.004489,0.004222
0.1606,0.004234,0.004425
0.1608,0.004361,0.004145
0.161,0.004368,0.003904
0.1612,0.00433,0.003967
0.1614,0.004431,0.004196
0.1616,0.004349,0.004266
0.1618,0.004457,0.004209
0.162,0.004215,0.004139
0.1622,0.004406,0.00426
0.1624,0.004571,0.004164
0.1626,0.004463,0.004234
0.1628,0.004444,0.004069
0.163,0.004501,0.004177
0.1632,0.004508,0.004266
0.1634,0.004387,0.003935
0.1636,0.004387,0.004266
0.1638,0.004539,0.004292
0.164,0.004565,0.004222
0.1642,0.004552,0.004158
0.1644,0.004272,0.004253
0.1646,0.004279,0.00398
0.1648,0.00445,0.004082
0.165,0.0044,0.004158
0.1652,0.004565,0.004044
0.1654,0.00419,0.004253
0.1656,0.004527,0.00419
0.1658,0.004425,0.004037
0.166,0.004374,0.004215
0.1662,0.004381,0.004152
0.1664,0.004482,0.004145
0.1666,0.004419,0.004336
0.1668,0.004565,0.004152
0.167,0.004533,0.004069
0.1672,0.004368,0.004114
0.1674,0.004495,0.004342
0.1676,0.00445,0.004075
0.1678,0.004387,0.004139
0.168,0.004565,0.00419
0.1682,0.004457,0.004082
0.1684,0.004438,0.004209
0.1686,0.004597,0.004196
0.1688,0.004431,0.004094
0.169,0.004361,0.004107
0.1692,0.004431,0.004012
0.1694,0.00447,0.004234
0.1696,0.004508,0.004075
0.1698,0.004482,0.00412
0.17,0.004311,0.004241
0.1702,0.004501,0.00419
0.1704,0.004597,0.004183
0.1706,0.004406,0.004222
0.1708,0.004355,0.004253
0.171,0.004438,0.004145
0.1712,0.00452,0.003961
0.1714,0.004539,0.004069
0.1716,0.004609,0.004196
0.1718,0.004285,0.004215
0.172,0.004431,0.004203
0.1722,0.004311,0.004171
0.1724,0.004425,0.004056
0.1726,0.004622,0.004234
0.1728,0.004565,0.00419
0.173,0.004425,0.004044
0.1732,0.004501,0.003993
0.1734,0.004355,0.004114
0.1736,0.004311,0.004139
0.1738,0.004552,0.00405
0.174,0.004476,0.004209
0.1742,0.004514,0.004044
0.1744,0.004342,0.004107
0.1746,0.004501,0.004107
0.1748,0.004412,0.004082
0.175,0.004425,0.003999
0.1752,0.00433,0.00405
0.1754,0.004603,0.004203
0.1756,0.0044,0.004215
0.1758,0.004342,0.004158
0.176,0.004247,0.003808
0.1762,0.00452,0.004025
0.1764,0.004393,0.004025
0.1766,0.004228,0.004247
0.1768,0.004571,0.004031
0.177,0.004463,0.004222
0.1772,0.00445,0.004152
0.1774,0.004203,0.004139
0.1776,0.004196,0.004247
0.1778,0.004361,0.004222
0.178,0.004272,0.00419
0.1782,0.004387,0.004056
0.1784,0.004387,0.004228
0.1786,0.004203,0.00405
0.1788,0.004559,0.004145
0.179,0.004292,0.004247
0.1792,0.004425,0.004126
0.1794,0.004393,0.004114
0.1796,0.004387,0.004018
0.1798,0.004381,0.004164
0.18,0.004368,0.00405
0.1802,0.004533,0.004298
0.1804,0.004578,0.004126
0.1806,0.004393,0.004228
0.1808,0.004304,0.004139
0.181,0.0044,0.003974
0.1812,0.004298,0.004241
0.1814,0.004463,0.004069
0.1816,0.00459,0.004044
0.1818,0.004457,0.004152
0.182,0.004565,0.00419
0.1822,0.00445,0.004012
0.1824,0.004463,0.004241
0.1826,0.00445,0.004374
0.1828,0.004304,0.004298
0.183,0.004622,0.003955
0.1832,0.004438,0.004311
0.1834,0.004336,0.004203
0.1836,0.004476,0.004203
0.1838,0.004539,0.004063
0.184,0.004419,0.004075
0.1842,0.00452,0.00412
0.1844,0.004476,0.003935
0.1846,0.004285,0.004139
0.1848,0.004463,0.00405
0.185,0.004393,0.004063
0.1852,0.004406,0.004164
0.1854,0.004457,0.004215
0.1856,0.004552,0.004133
0.1858,0.004527,0.003897
0.186,0.00447,0.004101
0.1862,0.004641,0.004247
0.1864,0.00466,0.003929
0.1866,0.004349,0.004139
0.1868,0.004406,0.004183
0.187,0.004342,0.004234
0.1872,0.004361,0.004222
0.1874,0.004419,0.004126
0.1876,0.004508,0.004063
0.1878,0.0044,0.004171
0.188,0.004635,0.004419
0.1882,0.004406,0.004133
0.1884,0.004279,0.003923
0.1886,0.004336,0.00405
0.1888,0.004444,0.004228
0.189,0.00452,0.004241
0.1892,0.004253,0.004234
0.1894,0.004234,0.004215
0.1896,0.004317,0.004088
0.1898,0.004463,0.004228
0.19,0.004482,0.004203
0.1902,0.004253,0.00426
0.1904,0.004368,0.003974
0.1906,0.004393,0.004241
0.1908,0.004349,0.004292
0.191,0.004501,0.004292
0.1912,0.00433,0.004037
0.1914,0.004311,0.004031
0.1916,0.004311,0.004164
0.1918,0.004495,0.004088
0.192,0.004272,0.004234
0.1922,0.004527,0.004215
0.1924,0.0044,0.004133
0.1926,0.004342,0.004253
0.1928,0.004482,0.004298
0.193,0.004476,0.003955
0.1932,0.004203,0.004311
0.1934,0.004514,0.004107
0.1936,0.004508,0.004114
0.1938,0.004603,0.004381
0.194,0.004476,0.004196
0.1942,0.00433,0.004152
0.1944,0.004667,0.00398
0.1946,0.004342,0.004215
0.1948,0.004323,0.004139
0.195,0.004381,0.004044
0.1952,0.004431,0.003948
0.1954,0.004425,0.00405
0.1956,0.004387,0.00412
0.1958,0.004533,0.004241
0.196,0.004393,0.004203
0.1962,0.004272,0.003935
0.1964,0.004412,0.004304
0.1966,0.004298,0.004203
0.1968,0.00433,0.004107
0.197,0.004438,0.004228
0.1972,0.004508,0.004241
0.1974,0.004298,0.004094
0.1976,0.004603,0.004018
0.1978,0.004381,0.004234
0.198,0.004374,0.004044
0.1982,0.004527,0.004158
0.1984,0.004533,0.004253
0.1986,0.0044,0.004145
0.1988,0.004431,0.003935
0.199,0.004349,0.003999
0.1992,0.004381,0.004215
0.1994,0.004387,0.004266
0.1996,0.004552,0.00398
0.1998,0.004311,0.004139
0.2,0.004425,0.004037
0.2002,0.004387,0.004222
0.2004,0.00445,0.004133
0.2006,0.004578,0.004094
0.2008,0.004336,0.004419
0.201,0.004501,0.004247
0.2012,0.004444,0.003993
0.2014,0.004387,0.004025
0.2016,0.004489,0.00391
0.2018,0.004622,0.004292
0.202,0.004489,0.004241
0.2022,0.00447,0.004272
0.2024,0.004311,0.004203
0.2026,0.004336,0.004304
0.2028,0.00447,0.00419
0.203,0.00447,0.004082
0.2032,0.004412,0.004292
0.2034,0.004641,0.004101
0.2036,0.004629,0.004082
0.2038,0.004546,0.003974
0.204,0.004381,0.004228
0.2042,0.00452,0.004158
0.2044,0.0044,0.004133
0.2046,0.004489,0.004133
0.2048,0.004565,0.004145
0.205,0.004361,0.004317
0.2052,0.004444,0.00398
0.2054,0.004635,0.004241
0.2056,0.004272,0.004145
0.2058,0.004361,0.004101
0.206,0.004501,0.004323
0.2062,0.00445,0.004133
0.2064,0.004412,0.003986
0.2066,0.004266,0.004158
0.2068,0.004546,0.004088
0.207,0.004311,0.004171
0.2072,0.004393,0.004228
0.2074,0.004234,0.004126
0.2076,0.004425,0.004069
0.2078,0.004406,0.004145
0.208,0.004546,0.003955
0.2082,0.004412,0.003897
0.2084,0.004539,0.00426
0.2086,0.004629,0.004152
0.2088,0.004514,0.004272
0.209,0.00445,0.004107
0.2092,0.004641,0.004063
0.2094,0.004355,0.004056
0.2096,0.004412,0.00419
0.2098,0.004361,0.004025
0.21,0.004425,0.004139
0.2102,0.004406,0.004139
0.2104,0.004381,0.004133
0.2106,0.004495,0.004266
0.2108,0.004323,0.004164
0.211,0.004323,0.004082
0.2112,0.004482,0.004171
0.2114,0.004476,0.004133
0.2116,0.004368,0.004266
0.2118,0.004565,0.004292
0.212,0.004578,0.004082
0.2122,0.00433,0.00419
0.2124,0.004622,0.004133
0.2126,0.004311,0.004114
0.2128,0.004323,0.004203
0.213,0.004406,0.004114
0.2132,0.004247,0.00398
0.2134,0.004489,0.004171
0.2136,0.004368,0.004145
0.2138,0.004431,0.004088
0.214,0.004552,0.004381
0.2142,0.004349,0.004164
0.2144,0.004285,0.004215
0.2146,0.00447,0.003961
0.2148,0.004406,0.004037
0.215,0.004482,0.003929
0.2152,0.004514,0.00412
0.2154,0.004476,0.004158
0.2156,0.004495,0.004018
0.2158,0.004565,0.004253
0.216,0.004419,0.004196
0.2162,0.004425,0.004241
0.2164,0.004501,0.00419
0.2166,0.004349,0.004152
0.2168,0.004374,0.004075
0.217,0.004336,0.004044
0.2172,0.004374,0.003993
0.2174,0.004559,0.004025
0.2176,0.004393,0.004152
0.2178,0.004578,0.00419
0.218,0.004355,0.004266
0.2182,0.004298,0.003967
0.2184,0.00445,0.004005
0.2186,0.00447,0.004183
0.2188,0.004374,0.004101
0.219,0.00447,0.004101
0.2192,0.004635,0.004279
0.2194,0.004444,0.00412
0.2196,0.00459,0.004266
0.2198,0.004546,0.004285
0.22,0.004508,0.004044
0.2202,0.004495,0.004196
0.2204,0.004438,0.004152
0.2206,0.004482,0.004126
0.2208,0.004412,0.004298
0.221,0.004508,0.004209
0.2212,0.00445,0.00419
0.2214,0.00447,0.004228
0.2216,0.00447,0.004342
0.2218,0.004457,0.004012
0.222,0.004501,0.004025
0.2222,0.004438,0.004101
0.2224,0.004393,0.004342
0.2226,0.004419,0.004444
0.2228,0.004425,0.004018
0.223,0.004158,0.004266
0.2232,0.004603,0.004075
0.2234,0.004311,0.004209
0.2236,0.004419,0.004094
0.2238,0.004527,0.00405
0.224,0.004495,0.003974
0.2242,0.004501,0.004241
0.2244,0.004387,0.00419
0.2246,0.004533,0.004126
0.2248,0.004336,0.004094
0.225,0.004374,0.004012
0.2252,0.004368,0.004272
0.2254,0.004406,0.004088
0.2256,0.004387,0.00405
0.2258,0.004482,0.004037
0.226,0.004482,0.00412
0.2262,0.004381,0.003891
0.2264,0.004234,0.004158
0.2266,0.004381,0.003999
0.2268,0.004495,0.004152
0.227,0.004463,0.004171
0.2272,0.004438,0.004209
0.2274,0.004393,0.004012
0.2276,0.004444,0.004088
0.2278,0.004482,0.004094
0.228,0.004355,0.004203
0.2282,0.004234,0.004164
0.2284,0.004368,0.004222
0.2286,0.004603,0.003904
0.2288,0.004349,0.004272
0.229,0.004336,0.004082
0.2292,0.0044,0.004425
0.2294,0.004342,0.00405
0.2296,0.004292,0.00398
0.2298,0.004368,0.004152
0.23,0.004412,0.004101
0.2302,0.004463,0.004018
0.2304,0.004342,0.004139
0.2306,0.004412,0.004241
0.2308,0.004381,0.004031
0.231,0.004349,0.004152
0.2312,0.004292,0.004164
0.2314,0.004539,0.004126
0.2316,0.004419,0.004114
0.2318,0.004355,0.00405
0.232,0.004533,0.004152
0.2322,0.004304,0.004075
0.2324,0.004438,0.004145
0.2326,0.004533,0.003999
0.2328,0.004489,0.004183
0.233,0.004463,0.004114
0.2332,0.00445,0.004171
0.2334,0.004317,0.004063
0.2336,0.004412,0.004126
0.2338,0.004393,0.004171
0.234,0.004552,0.004203
0.2342,0.004527,0.004133
0.2344,0.004476,0.00419
0.2346,0.004279,0.004241
0.2348,0.00452,0.004012
0.235,0.004501,0.004292
0.2352,0.00459,0.004171
0.2354,0.004374,0.004025
0.2356,0.004501,0.004368
0.2358,0.004374,0.004241
0.236,0.00452,0.004094
0.2362,0.0044,0.004183
0.2364,0.00433,0.004253
0.2366,0.004533,0.004285
0.2368,0.004311,0.004247
0.237,0.004368,0.003986
0.2372,0.004349,0.004374
0.2374,0.004482,0.004133
0.2376,0.004311,0.004088
0.2378,0.004463,0.003885
0.238,0.004349,0.004266
0.2382,0.004641,0.004082
0.2384,0.004253,0.00412
0.2386,0.004203,0.004044
0.2388,0.004476,0.004196
0.239,0.004539,0.004374
0.2392,0.004514,0.004094
0.2394,0.004438,0.004133
0.2396,0.004425,0.004139
0.2398,0.00459,0.004133
0.24,0.004482,0.004171
0.2402,0.004368,0.004126
0.2404,0.004482,0.004272
0.2406,0.004533,0.004094
0.2408,0.004387,0.004209
0.241,0.004629,0.004139
0.2412,0.004393,0.00426
0.2414,0.004431,0.004196
0.2416,0.004457,0.004158
0.2418,0.004342,0.004069
0.242,0.004489,0.004158
0.2422,0.004279,0.00391
0.2424,0.004565,0.004336
0.2426,0.00433,0.004177
0.2428,0.004463,0.004126
0.243,0.004279,0.004031
0.2432,0.00433,0.004069
0.2434,0.004616,0.00405
0.2436,0.004368,0.004139
0.2438,0.004495,0.004145
0.244,0.004495,0.004253
0.2442,0.0044,0.004031
0.2444,0.004311,0.004222
0.2446,0.004361,0.004012
0.2448,0.004304,0.004069
0.245,0.004527,0.004114
0.2452,0.004381,0.004139
0.2454,0.004431,0.00398
0.2456,0.004495,0.004139
0.2458,0.0044,0.004177
0.246,0.00447,0.003986
0.2462,0.004381,0.004114
0.2464,0.00445,0.004133
0.2466,0.004349,0.003961
0.2468,0.004393,0.004012
0.247,0.004336,0.004164
0.2472,0.004622,0.004075
0.2474,0.004272,0.00412
0.2476,0.004508,0.004266
0.2478,0.004304,0.004126
0.248,0.00445,0.004196
0.2482,0.00445,0.004279
0.2484,0.004546,0.004222
0.2486,0.00433,0.004145
0.2488,0.004368,0.004164
0.249,0.004444,0.004209
0.2492,0.004368,0.004183
0.2494,0.004482,0.00412
0.2496,0.004419,0.004164
0.2498,0.004317,0.004152
0.25,0.004463,0.004241
0.2502,0.004387,0.004069
0.2504,0.004425,0.004126
0.2506,0.004393,0.004107
0.2508,0.004419,0.004037
0.251,0.004489,0.00426
0.2512,0.004419,0.004145
0.2514,0.00445,0.00426
0.2516,0.004539,0.004247
0.2518,0.00445,0.004234
0.252,0.004406,0.004355
0.2522,0.004425,0.004196
0.2524,0.004482,0.004082
0.2526,0.004311,0.004247
0.2528,0.004508,0.004152
0.253,0.004705,0.00405
0.2532,0.004495,0.004037
0.2534,0.004571,0.004152
0.2536,0.004641,0.004183
0.2538,0.004323,0.004177
0.254,0.004609,0.004247
0.2542,0.004311,0.004152
0.2544,0.004514,0.004253
0.2546,0.00447,0.004107
0.2548,0.004749,0.004203
0.255,0.004514,0.004241
0.2552,0.004317,0.004171
0.2554,0.004444,0.004247
0.2556,0.004431,0.004253
0.2558,0.004527,0.00433
0.256,0.004457,0.00398
0.2562,0.004559,0.003986
0.2564,0.004463,0.004114
0.2566,0.00447,0.004203
0.2568,0.004514,0.00398
0.257,0.004444,0.004145
0.2572,0.004489,0.004044
0.2574,0.004304,0.004152
0.2576,0.004419,0.004292
0.2578,0.004444,0.004311
0.258,0.004476,0.004152
0.2582,0.004387,0.004031
0.2584,0.004361,0.003878
0.2586,0.00445,0.003961
0.2588,0.004368,0.003961
0.259,0.004489,0.004107
0.2592,0.004648,0.004088
0.2594,0.004463,0.004133
0.2596,0.00447,0.004317
0.2598,0.004164,0.004177
0.26,0.004444,0.004126
0.2602,0.00447,0.004088
0.2604,0.004336,0.004164
0.2606,0.004107,0.004063
0.2608,0.004552,0.00433
0.261,0.004279,0.004247
0.2612,0.004292,0.004139
0.2614,0.004406,0.004126
0.2616,0.004355,0.003999
0.2618,0.004126,0.004171
0.262,0.004425,0.004253
0.2622,0.004374,0.004152
0.2624,0.004393,0.004126
0.2626,0.00433,0.004152
0.2628,0.004304,0.004228
0.263,0.004253,0.003942
0.2632,0.004272,0.004126
0.2634,0.004292,0.00398
0.2636,0.00445,0.004171
0.2638,0.004482,0.004292
0.264,0.00433,0.004114
