time,Node01.ax,Node01.ay,Node01.az,Node01.mx,Node01.my,Node01.mz,Node01.gx,Node01.gy,Node01.gz,Node02.ax,Node02.ay,Node02.az,Node02.mx,Node02.my,Node02.mz,Node02.gx,Node02.gy,Node02.gz
1.31,0.945418,-0.095803,0.169077,42.391766,-6.042079,16.236929,0.692729,-0.76161,-1.348448,0.957331,-0.135338,0.120086,45.456188,1.511369,-2.37422,8.439523,-3.244479,-0.865163
1.32,0.945418,-0.10048,0.162474,42.2449,-6.12644,16.085634,1.666642,-1.039609,-1.139752,0.949871,-0.136865,0.120279,45.530838,1.760137,-2.686404,10.756631,-3.732291,-1.170046
1.33,0.946375,-0.104409,0.16172,42.2449,-6.12644,16.085634,1.24925,-1.456605,-1.348448,0.938121,-0.141253,0.120665,45.530838,1.760137,-2.686404,12.220068,-3.610338,-1.048093
1.34,0.94695,-0.106093,0.167002,41.877739,-6.379522,16.009985,0.205772,-1.595208,-1.696274,0.933645,-0.145261,0.124333,45.381538,1.428446,-2.530312,11.427373,-3.183502,-0.133445
1.35,0.947716,-0.102912,0.176999,41.877739,-6.379522,16.009985,-0.768141,-1.316288,-1.90497,0.929355,-0.15213,0.120858,45.381538,1.428446,-2.530312,11.183467,-3.671315,-0.194421
1.36,0.945035,-0.095241,0.193222,42.318333,-6.379522,16.312578,-1.602924,-0.828541,-1.696274,0.934391,-0.157664,0.118155,45.306889,1.511369,-2.920542,10.329796,-4.342057,0.049485
1.37,0.947141,-0.086822,0.210764,42.318333,-6.379522,16.312578,-2.159446,0.007162,-1.070187,0.940919,-0.158618,0.113907,45.306889,1.511369,-2.920542,10.207843,-4.829869,0.049485
1.38,0.945226,-0.078964,0.223591,42.391766,-6.2108,15.707394,-3.342054,0.773297,-0.931057,0.942038,-0.155374,0.109466,45.306889,1.511369,-2.76445,10.390772,-4.951822,-0.438327
1.39,0.941014,-0.075222,0.229816,42.391766,-6.2108,15.707394,-4.037706,1.261034,-1.139752,0.93924,-0.147741,0.104832,45.306889,1.511369,-2.76445,10.451749,-4.524986,-1.048093
1.4,0.934886,-0.078589,0.230948,42.2449,-5.873358,15.707394,-4.385532,1.192247,-1.696274,0.934391,-0.144306,0.097881,45.530838,1.84306,-2.998588,10.085889,-3.732291,-1.048093
1.41,0.929525,-0.085699,0.229439,42.2449,-5.873358,15.707394,-3.620315,0.636501,-1.209317,0.934204,-0.141826,0.092474,45.530838,1.84306,-2.998588,8.561476,-2.69569,-0.92614
1.42,0.931248,-0.089067,0.22925,42.171467,-6.2108,16.085634,-1.533358,0.010922,0.460248,0.936629,-0.14049,0.08784,45.754787,1.428446,-3.232726,6.122414,-2.024948,-0.316374
1.43,0.932397,-0.087009,0.230948,42.171467,-6.2108,16.085634,0.553598,-0.545357,1.434161,0.93924,-0.142017,0.083013,45.754787,1.428446,-3.232726,4.719954,-2.024948,0.354368
1.44,0.933929,-0.08308,0.236984,42.171467,-6.295161,16.312578,2.223163,-1.171465,1.29503,0.941292,-0.143925,0.081855,45.456188,1.345523,-3.15468,4.537024,-2.329831,0.84218
1.45,0.937759,-0.077093,0.247359,42.171467,-6.295161,16.312578,2.431859,-1.797442,1.1559,0.941478,-0.143543,0.081082,45.456188,1.345523,-3.15468,4.537024,-2.573737,1.208039
1.46,0.944269,-0.067551,0.263015,42.612061,-5.873358,16.009985,1.527511,-1.866635,0.738509,0.941665,-0.144116,0.079344,45.381538,1.428446,-2.998588,5.085813,-2.69569,1.634875
1.47,0.947333,-0.060441,0.282633,42.612061,-5.873358,16.009985,0.970989,-1.587873,0.460248,0.943903,-0.146787,0.074131,45.381538,1.428446,-2.998588,5.878508,-3.000573,1.939758
1.48,0.948673,-0.061563,0.298478,42.612061,-6.042079,16.009985,1.24925,-0.474069,0.808074,0.944835,-0.151939,0.065442,45.456188,1.760137,-3.076634,6.610227,-3.427409,1.939758
1.49,0.946375,-0.076905,0.307344,42.612061,-6.042079,16.009985,2.223163,0.638975,0.808074,0.943903,-0.160144,0.055402,45.456188,1.760137,-3.076634,7.219992,-3.915221,2.061711
1.5,0.941014,-0.096177,0.30791,42.318333,-6.042079,15.707394,2.84925,2.16941,1.086335,0.945208,-0.169304,0.047099,45.381538,1.428446,-3.076634,8.31757,-4.707916,2.488547
1.51,0.932589,-0.11339,0.301874,42.318333,-6.042079,15.707394,1.527511,3.699844,1.851552,0.946141,-0.17541,0.040148,45.381538,1.428446,-3.076634,9.232218,-5.683541,3.037336
1.52,0.922823,-0.117319,0.289424,42.318333,-6.12644,16.236929,0.553598,5.299844,4.077639,0.945022,-0.178272,0.036672,45.082939,1.2626,-3.310772,9.537101,-6.537212,3.586124
1.53,0.913632,-0.107029,0.273579,42.318333,-6.12644,16.236929,0.136207,6.482453,6.790683,0.9467,-0.179799,0.035321,45.082939,1.2626,-3.310772,9.963936,-7.390884,4.317843
1.54,0.913824,-0.092061,0.264147,42.024605,-6.548243,16.463873,-0.142054,6.760714,8.529813,0.946514,-0.179226,0.028949,45.456188,1.511369,-3.54491,11.549326,-8.366508,5.232491
1.55,0.920908,-0.082518,0.266411,42.024605,-6.548243,16.463873,-1.602924,6.343323,8.738509,0.952296,-0.17312,0.019102,45.456188,1.511369,-3.54491,12.585928,-9.707993,6.452022
1.56,0.929525,-0.081583,0.276786,42.098034,-6.379522,16.161282,-3.133358,5.299844,7.625465,0.94726,-0.163961,0.009061,45.306889,1.2626,-3.232726,12.829834,-10.9885,7.427647
1.57,0.935269,-0.086822,0.291876,42.098034,-6.379522,16.161282,-4.176837,4.256366,5.538509,0.943343,-0.14755,0.00211,45.306889,1.2626,-3.232726,13.07374,-11.842172,7.732529
1.58,0.93144,-0.088319,0.305646,42.024605,-6.295161,16.236929,-3.68988,3.282453,3.729813,0.939986,-0.144116,-0.011213,45.530838,1.096755,-3.466864,14.781083,-13.061703,9.744755
1.59,0.925312,-0.082331,0.320548,42.024605,-6.295161,16.236929,-1.672489,3.212888,2.61677,0.935137,-0.140109,-0.023184,45.530838,1.096755,-3.466864,15.512801,-13.854398,10.110615
1.6,0.928185,-0.078402,0.332243,42.024605,-6.463882,16.236929,1.318815,3.004192,3.590683,0.940359,-0.149649,-0.040755,45.381538,0.93091,-3.857094,16.732332,-14.403186,11.086239
1.61,0.938525,-0.080086,0.332998,42.024605,-6.463882,16.236929,4.588381,3.699844,5.260248,0.946141,-0.163579,-0.053499,45.381538,0.93091,-3.857094,16.915262,-14.890999,11.574052
1.62,0.940248,-0.09019,0.323189,41.877739,-6.379522,16.236929,8.344902,4.256366,6.025465,0.945954,-0.172738,-0.057553,45.232239,0.35045,-4.32537,15.451825,-14.890999,10.964286
1.63,0.932014,-0.09599,0.310739,41.877739,-6.379522,16.236929,11.127511,5.36941,5.538509,0.9398,-0.173311,-0.056202,45.232239,0.35045,-4.32537,13.866435,-14.830022,11.086239
1.64,0.927993,-0.107029,0.301119,41.877739,-6.463882,16.463873,11.614468,6.691149,6.234161,0.936069,-0.170639,-0.053306,45.381538,0.682141,-4.32537,12.707881,-14.708069,11.330145
1.65,0.92627,-0.116945,0.289047,41.877739,-6.463882,16.463873,10.292728,8.152019,6.790683,0.93122,-0.16625,-0.054078,45.381538,0.682141,-4.32537,12.463974,-15.134905,12.12284
1.66,0.923972,-0.1147,0.28169,41.65744,-6.632604,16.61517,8.831859,10.238975,6.512422,0.93122,-0.162434,-0.052533,45.157589,0.184605,-4.559508,12.159092,-15.74467,12.244794
1.67,0.927036,-0.103848,0.280181,41.65744,-6.632604,16.61517,6.397076,12.256366,6.303726,0.937002,-0.157282,-0.051375,45.157589,0.184605,-4.559508,11.793233,-17.269083,12.671629
1.68,0.933163,-0.093183,0.282256,41.65744,-6.463882,16.766464,3.753598,14.343323,5.399378,0.93551,-0.149268,-0.043072,45.232239,-0.064163,-4.871693,10.878584,-19.220333,12.549676
1.69,0.940822,-0.11208,0.296026,41.65744,-6.463882,16.766464,2.292728,16.430279,2.89503,0.926371,-0.139536,-0.035349,45.232239,-0.064163,-4.871693,9.476124,-20.927675,12.183817
1.7,0.945418,-0.147255,0.333564,41.584011,-6.632604,16.766464,-0.142054,18.725931,0.529813,0.919097,-0.146024,-0.035155,45.082939,-0.064163,-4.949739,9.72003,-22.635019,11.391122
1.71,0.916887,-0.13921,0.36299,41.584011,-6.632604,16.766464,-1.185532,22.760714,-1.139752,0.917978,-0.137055,-0.040369,45.082939,-0.064163,-4.949739,9.354171,-24.464315,11.086239
1.72,0.852167,-0.108151,0.366386,40.996552,-6.632604,17.220352,-1.463793,27.073757,-5.313665,0.901752,-0.133239,-0.05485,44.784344,-0.312931,-5.652153,9.171241,-27.02533,10.72038
1.73,0.801807,-0.089628,0.354691,40.996552,-6.632604,17.220352,-3.481184,28.465061,-7.539752,0.879744,-0.133812,-0.06296,44.784344,-0.312931,-5.652153,9.841983,-28.549744,10.232568
1.74,0.787638,-0.100667,0.351295,41.143417,-6.548243,17.447296,-3.133358,28.325932,-4.896274,0.863332,-0.139536,-0.051182,44.784344,-0.478777,-5.964337,8.622453,-28.305838,10.110615
1.75,0.823828,-0.089815,0.336959,41.143417,-6.548243,17.447296,14.675337,37.995495,1.990683,0.853633,-0.151176,-0.035349,44.784344,-0.478777,-5.964337,5.573625,-27.452166,10.293544
1.76,0.814253,-0.083828,0.263015,41.143417,-6.295161,18.203775,32.344902,30.412888,12.981987,0.862399,-0.163961,-0.015461,44.933643,-0.644622,-6.432613,2.707728,-26.171659,10.354521
1.77,0.83838,-0.076718,0.24302,41.143417,-6.295161,18.203775,24.623163,29.021584,14.929813,0.87732,-0.161098,0.008096,44.933643,-0.644622,-6.432613,-1.865513,-24.464315,9.866709
1.78,0.844699,-0.087944,0.225666,40.996552,-6.379522,18.430719,21.284033,29.578106,7.973291,0.902685,-0.141444,0.035128,44.261795,-0.893391,-6.588705,-4.853364,-23.061855,9.927685
1.79,0.850635,-0.135281,0.240191,40.996552,-6.379522,18.430719,11.475337,28.465061,3.103726,0.939054,-0.118355,0.055595,44.261795,-0.893391,-6.588705,-5.036293,-22.391113,11.025263
1.8,0.859826,-0.163158,0.267543,40.482525,-6.379522,18.657663,5.701424,30.412888,1.712422,0.964232,-0.098701,0.066215,44.560394,-0.893391,-7.213073,-4.121645,-21.964277,9.500849
1.81,0.864421,-0.145384,0.291687,40.482525,-6.379522,18.657663,4.866642,33.334625,-0.861491,0.959756,-0.101373,0.070849,44.560394,-0.893391,-7.213073,-3.755786,-21.537441,5.659327
1.82,0.855996,-0.110958,0.308476,40.041935,-6.295161,19.565439,7.370989,35.560715,-4.131057,0.942038,-0.117592,0.072973,44.411095,-0.893391,-7.759395,-3.938715,-21.476465,3.342218
1.83,0.856571,-0.078589,0.286594,40.041935,-6.295161,19.565439,11.544903,36.395496,-5.870187,0.927677,-0.11721,0.069111,44.411095,-0.893391,-7.759395,-3.938715,-20.744747,4.988585
1.84,0.861166,-0.069234,0.253018,39.895069,-6.548243,19.792383,9.388381,36.534626,-6.496274,0.922268,-0.109959,0.063511,44.261795,-1.225081,-7.915487,-3.755786,-19.220333,6.756905
1.85,0.883378,-0.096177,0.226421,39.895069,-6.548243,19.792383,7.092729,35.978104,-4.965839,0.923946,-0.111677,0.056367,44.261795,-1.225081,-7.915487,-5.950941,-17.695919,7.915459
1.86,0.908654,-0.11788,0.206237,39.895069,-6.295161,19.943678,9.388381,35.35202,-2.113665,0.926558,-0.119691,0.058298,44.485744,-1.225081,-7.993533,-9.548557,-17.025177,7.854483
1.87,0.9211,-0.116571,0.184733,39.895069,-6.295161,19.943678,13.840554,34.30854,-0.861491,0.928982,-0.133239,0.07278,44.485744,-1.225081,-7.993533,-14.548634,-16.659319,6.878858
1.88,0.924738,-0.111706,0.177188,39.454475,-5.957718,20.700157,15.023164,32.986801,-2.809317,0.926744,-0.15213,0.081661,44.187145,-1.556772,-8.305717,-17.170626,-16.598341,5.903233
1.89,0.928376,-0.105158,0.174736,39.454475,-5.957718,20.700157,13.562294,32.569408,-5.522361,0.917792,-0.167205,0.0778,44.187145,-1.556772,-8.305717,-17.353554,-16.964201,5.293468
1.9,0.948865,-0.111893,0.17832,39.381042,-6.2108,20.927101,7.162294,32.847672,-6.496274,0.912383,-0.175601,0.052312,43.888546,-1.556772,-8.539855,-16.56086,-17.878849,5.049562
1.91,0.970693,-0.124803,0.169454,39.381042,-6.2108,20.927101,1.597076,32.360714,-7.887578,0.913689,-0.178844,0.041113,43.888546,-1.556772,-8.539855,-17.231602,-18.610567,4.500772
1.92,0.986778,-0.141455,0.167379,38.940449,-5.873358,21.380989,-3.063793,29.578106,-9.070187,0.918911,-0.18247,0.044975,43.888546,-1.390927,-8.852039,-17.536484,-19.281309,2.854406
1.93,0.988501,-0.125551,0.181149,38.940449,-5.873358,21.380989,-7.168141,25.404192,-11.226708,0.9232,-0.189339,0.050382,43.888546,-1.390927,-8.852039,-15.097423,-20.195957,1.695852
1.94,0.972034,-0.095241,0.19341,38.86702,-5.620275,21.910524,-6.820315,21.36941,-14.287579,0.922641,-0.183615,0.070269,43.589947,-1.47385,-9.24227,-12.84129,-20.744747,0.537297
1.95,0.960545,-0.093744,0.216989,38.86702,-5.620275,21.910524,-7.515967,18.169409,-16.026709,0.921895,-0.176173,0.088806,43.589947,-1.47385,-9.24227,-9.365627,-20.927675,-0.377351
1.96,0.953077,-0.094119,0.238493,38.646721,-5.704636,21.910524,-5.01162,16.638975,-14.426709,0.936442,-0.185332,0.10599,43.664597,-1.308004,-9.398362,-4.060668,-20.439863,-0.438327
1.97,0.956141,-0.101041,0.269806,38.646721,-5.704636,21.910524,-1.324663,14.621584,-10.0441,0.952482,-0.203269,0.117575,43.664597,-1.308004,-9.398362,-0.219146,-19.525215,-0.621257
1.98,0.956715,-0.102164,0.290744,38.573288,-5.451554,22.288765,2.918815,13.786801,-8.235404,0.971692,-0.21987,0.121244,43.589947,-1.47385,-9.710546,0.634525,-18.000803,-1.413952
1.99,0.960928,-0.098609,0.287538,38.573288,-5.451554,22.288765,7.231859,13.36941,-8.165839,0.980458,-0.210902,0.113714,43.589947,-1.47385,-9.710546,0.634525,-16.842247,-2.389577
2,0.964374,-0.08888,0.274145,38.27956,-5.535915,22.137468,7.579685,12.534627,-9.696274,0.982323,-0.186095,0.105411,43.664597,-1.47385,-9.866638,2.585775,-17.086155,-1.901764
2.01,0.981991,-0.069609,0.252452,38.27956,-5.535915,22.137468,8.136207,10.586801,-9.278883,0.984561,-0.174646,0.105411,43.664597,-1.47385,-9.866638,6.183391,-17.208107,-0.255398
2.02,0.97414,-0.069421,0.253772,38.426426,-5.282833,22.213118,5.423163,11.004192,-13.522361,0.982696,-0.181325,0.110045,43.589947,-1.142159,-10.256868,10.878584,-16.415413,0.65925
2.03,0.972225,-0.074473,0.233966,38.426426,-5.282833,22.213118,12.31012,9.404192,-8.861491,0.977474,-0.197545,0.1141,43.589947,-1.142159,-10.256868,12.098115,-14.830022,1.390969
2.04,0.97031,-0.084202,0.232268,38.27956,-5.029751,22.893948,12.44925,9.056366,-6.983231,0.968708,-0.215481,0.10657,43.067398,-1.142159,-10.491006,11.854209,-13.305609,1.817805
2.05,0.968013,-0.071854,0.221328,38.27956,-5.029751,22.893948,13.284033,8.778106,-6.009317,0.963486,-0.221778,0.086296,43.067398,-1.142159,-10.491006,11.183467,-12.329984,2.061711
2.06,0.97031,-0.070918,0.213405,38.27956,-4.776669,22.969597,10.918816,8.221583,-5.313665,0.959196,-0.227121,0.063704,43.515297,-1.47385,-10.334914,9.781007,-11.293383,2.244641
2.07,0.976629,-0.097486,0.212839,38.27956,-4.776669,22.969597,6.675337,7.734627,-5.731057,0.957891,-0.228075,0.047099,43.515297,-1.47385,-10.334914,7.219992,-9.768969,2.6105
2.08,0.982182,-0.121061,0.222837,38.499859,-4.607947,22.893948,3.127511,7.525931,-6.496274,0.968522,-0.217008,0.041886,43.440647,-1.556772,-10.569052,3.866282,-7.45186,3.830031
2.09,0.991182,-0.100106,0.230948,38.499859,-4.607947,22.893948,1.11012,7.178105,-6.8441,0.983069,-0.217008,0.045941,43.440647,-1.556772,-10.569052,1.183314,-5.256705,4.622725
2.1,0.99999,-0.062873,0.230193,38.206127,-4.692308,23.120892,-1.811619,7.038975,-8.235404,0.995752,-0.225404,0.059457,43.067398,-1.888463,-10.569052,-1.194771,-2.69569,5.293468
2.11,1.005734,-0.067738,0.229439,38.206127,-4.692308,23.120892,-6.820315,6.760714,-9.626709,0.997244,-0.230938,0.07529,43.067398,-1.888463,-10.569052,-5.463129,-0.073699,5.293468
2.12,1.005351,-0.095054,0.227553,37.985832,-4.270504,23.045244,-8.072489,5.50854,-8.513665,0.9937,-0.231128,0.090736,42.918098,-1.390927,-10.881236,-10.646134,2.548292,5.110538
2.13,1.001522,-0.110022,0.219064,37.985832,-4.270504,23.045244,-4.663793,4.04767,-5.313665,0.992208,-0.228457,0.106763,42.918098,-1.390927,-10.881236,-14.365704,4.743448,5.903233
2.14,1.006309,-0.098235,0.218687,37.985832,-4.354865,23.272188,-2.785532,2.934627,-2.391926,0.9937,-0.22693,0.116803,43.291348,-1.722618,-10.725144,-15.097423,6.389814,7.000811
2.15,1.016074,-0.08046,0.22378,37.985832,-4.354865,23.272188,-3.411619,2.099844,-3.226709,1.002653,-0.220824,0.12723,43.291348,-1.722618,-10.725144,-13.999845,7.487392,8.037412
2.16,1.012628,-0.069047,0.235852,38.059265,-4.270504,23.120892,-6.681185,1.195497,-7.191926,1.013843,-0.211474,0.148276,43.440647,-1.639695,-10.491006,-12.719337,8.21911,8.586201
2.17,1.013202,-0.090938,0.242077,38.059265,-4.270504,23.120892,-12.872489,0.360714,-11.6441,1.015149,-0.209184,0.173377,43.440647,-1.639695,-10.491006,-11.133947,8.889853,7.854483
2.18,0.995394,-0.081209,0.261506,38.27956,-4.354865,23.120892,-18.298576,-0.474069,-12.826709,1.013097,-0.215481,0.191334,43.142048,-1.971386,-10.41296,-8.633909,9.316689,7.122764
2.19,0.991756,-0.079151,0.272824,38.27956,-4.354865,23.120892,-16.21162,-1.726243,-9.348448,1.006756,-0.22922,0.195582,43.142048,-1.971386,-10.41296,-5.585082,9.743525,5.96421
2.2,0.996735,-0.091125,0.286594,38.206127,-4.270504,22.8183,-13.915967,-1.587112,-6.426709,1.002093,-0.235899,0.184769,43.142048,-2.054309,-10.256868,-3.024067,9.987431,5.354444
2.21,1.004011,-0.099545,0.283388,38.206127,-4.270504,22.8183,-7.933359,-1.447982,-3.365839,1.003026,-0.229983,0.171253,43.142048,-2.054309,-10.256868,-0.889888,10.17036,5.171515
2.22,1.012819,-0.099919,0.271881,38.206127,-4.523587,22.893948,-2.855098,-3.256677,-1.418013,1.007129,-0.218153,0.151945,43.216698,-2.137231,-10.178822,1.244291,10.35329,4.866632
2.23,1.017032,-0.09917,0.264336,38.206127,-4.523587,22.893948,0.136207,-5.065373,-0.861491,1.011045,-0.211665,0.128581,43.216698,-2.137231,-10.178822,3.866282,10.475243,4.01296
2.24,1.017989,-0.092248,0.265845,38.132694,-4.270504,22.969597,0.066642,-6.526243,-0.374535,1.013283,-0.209566,0.101935,43.142048,-2.137231,-10.178822,6.427297,10.414267,2.915383
2.25,1.010138,-0.086448,0.265279,38.132694,-4.270504,22.969597,0.692729,-8.056678,0.042857,1.017387,-0.210329,0.072973,43.142048,-2.137231,-10.178822,7.829757,10.414267,1.512922
2.26,1.001713,-0.088131,0.26377,38.352993,-4.523587,22.515709,0.344902,-10.143634,1.990683,1.019065,-0.204605,0.052699,43.515297,-1.971386,-9.6325,8.256593,10.109384,0.354368
2.27,1.001522,-0.086448,0.251886,38.352993,-4.523587,22.515709,0.275337,-12.717547,4.634161,1.013283,-0.197926,0.055016,43.515297,-1.971386,-9.6325,7.585851,9.255712,-1.352975
2.28,0.997501,-0.083828,0.238305,38.573288,-4.439226,22.667004,-0.002924,-15.361025,4.564596,1.000414,-0.204032,0.070656,43.739246,-2.303077,-9.6325,8.012687,8.58497,-2.633483
2.29,0.988501,-0.079151,0.230948,38.573288,-4.439226,22.667004,0.970989,-18.074068,4.773291,0.981577,-0.2151,0.086875,43.739246,-2.303077,-9.6325,9.049288,8.097157,-3.426178
2.3,0.978927,-0.072041,0.226421,38.499859,-4.523587,22.364412,3.892729,-20.36972,5.81677,0.963486,-0.223305,0.100777,43.589947,-2.220154,-9.398362,8.561476,8.280087,-4.401803
2.31,0.991373,-0.078964,0.245284,38.499859,-4.523587,22.364412,7.231859,-22.387112,8.042856,0.952482,-0.229029,0.107921,43.589947,-2.220154,-9.398362,8.988312,8.158134,-4.584732
2.32,0.944652,-0.074286,0.240002,38.793587,-4.523587,22.288765,11.962294,-22.874069,7.41677,0.948565,-0.232273,0.110431,43.664597,-2.137231,-9.554454,9.537101,7.975204,-4.09692
2.33,0.969162,-0.068673,0.257168,38.793587,-4.523587,22.288765,9.527512,-22.595808,12.981987,0.943903,-0.235899,0.105604,43.664597,-2.137231,-9.554454,10.817608,7.487392,-3.853014
2.34,0.944843,-0.070357,0.234721,38.793587,-4.607947,22.288765,17.944902,-25.169722,10.199378,0.941851,-0.233037,0.099232,43.440647,-2.220154,-9.554454,13.317646,7.060556,-3.609107
2.35,0.933355,-0.072789,0.235286,38.793587,-4.607947,22.288765,15.023164,-25.865374,9.851552,0.946141,-0.23151,0.093633,43.440647,-2.220154,-9.554454,16.549402,6.81665,-2.999342
2.36,0.925504,-0.071105,0.234343,39.160748,-4.692308,21.910524,12.44925,-25.308851,8.738509,0.946327,-0.228266,0.092474,43.664597,-2.137231,-9.086178,20.63483,7.182509,-2.816412
2.37,0.916696,-0.066989,0.235664,39.160748,-4.692308,21.910524,7.927511,-24.195808,7.903726,0.9398,-0.228648,0.093826,43.664597,-2.137231,-9.086178,23.622681,8.40204,-2.755436
2.38,0.905973,-0.06437,0.229816,39.23418,-4.523587,21.456636,6.04925,-23.43059,8.251553,0.931593,-0.230174,0.085909,43.813896,-2.303077,-8.930085,25.695885,9.682548,-2.694459
2.39,0.89659,-0.059505,0.226609,39.23418,-4.523587,21.456636,4.518816,-23.082764,9.225465,0.928796,-0.227121,0.067952,43.813896,-2.303077,-8.930085,25.695885,11.267938,-2.389577
2.4,0.894484,-0.073725,0.221516,39.381042,-4.776669,21.00275,2.71012,-22.178417,10.129813,0.926371,-0.223496,0.043237,43.963196,-2.386,-8.695948,24.171471,12.914305,-2.3286
2.41,0.900611,-0.081022,0.2251,39.381042,-4.776669,21.00275,0.066642,-20.926243,10.89503,0.92432,-0.219489,0.019874,43.963196,-2.386,-8.695948,21.18362,14.499695,-1.962741
2.42,0.901377,-0.076905,0.22095,39.381042,-4.861029,20.548862,1.457946,-20.578417,12.49503,0.922268,-0.222351,-0.000786,44.037846,-2.220154,-8.539855,17.037214,16.085085,-1.474928
2.43,0.90176,-0.075034,0.219441,39.381042,-4.861029,20.548862,1.875337,-20.578417,13.538508,0.922641,-0.221969,-0.017585,44.037846,-2.220154,-8.539855,11.610303,18.158287,-0.92614
2.44,0.905781,-0.07017,0.222082,39.601341,-4.94539,20.851454,0.136207,-20.300156,13.121118,0.925625,-0.214146,-0.030714,44.112495,-2.137231,-8.383763,5.817532,20.719301,-0.194421
2.45,0.916313,-0.061189,0.226421,39.601341,-4.94539,20.851454,-1.602924,-19.882765,12.703726,0.922268,-0.197926,-0.033997,44.112495,-2.137231,-8.383763,0.939408,23.158363,-0.316374
2.46,0.923589,-0.048092,0.232457,39.748203,-5.114111,20.62451,-3.411619,-19.743633,11.799378,0.913316,-0.184378,-0.032645,44.411095,-2.303077,-8.149626,-2.170396,24.621801,-0.682233
2.47,0.926461,-0.039298,0.237361,39.748203,-5.114111,20.62451,-4.455098,-19.674068,10.268944,0.903804,-0.167395,-0.030714,44.411095,-2.303077,-8.149626,-4.792387,25.353519,-0.804186
2.48,0.925121,-0.032189,0.248302,39.895069,-5.029751,20.094975,-6.402924,-20.161026,8.668943,0.898395,-0.157091,-0.029942,44.560394,-2.220154,-7.603303,-7.170472,25.231565,-0.865163
2.49,0.919568,-0.033873,0.259054,39.895069,-5.029751,20.094975,-8.907271,-20.161026,6.512422,0.895038,-0.15213,-0.024536,44.560394,-2.220154,-7.603303,-9.853439,24.743753,-1.718835
2.5,0.909228,-0.033685,0.263959,40.335663,-5.535915,19.792383,-12.246402,-20.021894,4.49503,0.89224,-0.154801,-0.011599,44.261795,-2.220154,-7.447211,-12.231524,24.255941,-2.450553
2.51,0.900037,-0.041731,0.274145,40.335663,-5.535915,19.792383,-14.542054,-19.534939,2.964596,0.893732,-0.163388,0.005199,44.261795,-2.220154,-7.447211,-13.755939,23.829105,-2.755436
2.52,0.900994,-0.041918,0.270372,40.335663,-5.451554,19.641087,-14.263793,-19.465374,3.660248,0.897276,-0.167968,0.024315,44.635044,-1.888463,-7.056981,-14.060822,23.585199,-2.450553
2.53,0.880123,-0.072789,0.282822,40.335663,-5.451554,19.641087,-13.637707,-22.456678,3.381987,0.90026,-0.163579,0.052892,44.635044,-1.888463,-7.056981,-14.243751,24.073011,-3.060318
2.54,0.908462,-0.069983,0.30244,40.26223,-5.535915,19.565439,-13.498576,-19.743633,8.668943,0.903617,-0.169685,0.073552,44.784344,-1.971386,-6.822843,-12.597384,23.219339,-4.157897
2.55,0.902718,-0.084764,0.278106,40.26223,-5.535915,19.565439,-5.359446,-21.55233,8.947205,0.909585,-0.180562,0.089578,44.784344,-1.971386,-6.822843,-7.536331,21.146137,-4.645709
2.56,0.904441,-0.093744,0.268486,40.629391,-6.12644,19.111551,-2.368141,-22.178417,7.764596,0.912756,-0.194301,0.103094,44.858994,-2.054309,-6.120429,-2.902114,19.072935,-5.621333
2.57,0.913441,-0.097299,0.250754,40.629391,-6.12644,19.111551,-2.507272,-22.317547,7.138509,0.914994,-0.203651,0.111783,44.858994,-2.054309,-6.120429,2.768704,17.670475,-5.926216
2.58,0.918802,-0.104222,0.242077,40.996552,-5.957718,18.430719,-8.142055,-21.900156,5.051552,0.909212,-0.203078,0.115645,44.784344,-1.971386,-6.198475,9.598077,16.694851,-5.743286
2.59,0.921483,-0.111145,0.234721,40.996552,-5.957718,18.430719,-12.872489,-22.247982,4.564596,0.902685,-0.193347,0.118927,44.784344,-1.971386,-6.198475,15.756708,16.633873,-5.743286
2.6,0.915547,-0.113577,0.23208,40.996552,-5.957718,18.733311,-15.446402,-23.013199,4.21677,0.89224,-0.177127,0.117575,45.008293,-1.805541,-5.652153,20.695808,17.182663,-6.231099
2.61,0.910185,-0.114138,0.234532,40.996552,-5.957718,18.733311,-16.629011,-24.265373,2.89503,0.891308,-0.168922,0.112555,45.008293,-1.805541,-5.652153,22.647057,18.036333,-6.414028
2.62,0.906164,-0.107403,0.246416,40.849689,-6.463882,18.128128,-16.768141,-25.934938,1.29503,0.901379,-0.165296,0.10657,44.858994,-1.556772,-5.886291,22.525105,18.219263,-5.804263
2.63,0.918611,-0.096177,0.249245,40.849689,-6.463882,18.128128,-10.715967,-28.091459,1.364596,0.912943,-0.165296,0.104446,44.858994,-1.556772,-5.886291,19.537252,18.280241,-5.255474
2.64,0.898505,-0.087757,0.237173,41.143417,-6.463882,18.052481,-6.88988,-31.500156,0.181987,0.923014,-0.181898,0.102129,45.082939,-1.390927,-5.418015,15.756708,18.158287,-5.743286
2.65,0.927036,-0.067738,0.238871,41.143417,-6.463882,18.052481,-3.202924,-31.29146,4.425465,0.938308,-0.199834,0.100777,45.082939,-1.390927,-5.418015,14.110341,17.975357,-6.475005
2.66,0.93144,-0.055389,0.218875,41.730873,-6.548243,17.220352,5.562294,-32.474068,3.034161,0.9633,-0.197735,0.086682,45.456188,-1.556772,-4.793646,15.329872,17.609499,-6.657935
